"","Season","Week",""
"324",2010,11,1
"328",2010,11,0
"438",2010,11,0
"602",2010,11,0
"694",2010,11,0
"776",2010,11,1
"852",2010,11,1
"886",2010,11,0
"1052",2010,11,0
"1054",2010,11,0
"1092",2010,11,0
"1104",2010,11,0
"1242",2010,11,0
"1298",2010,11,0
"1310",2010,11,0
"1358",2010,11,1
"1452",2010,11,0
"1538",2010,11,0
"1576",2010,11,0
"1642",2010,11,0
"116",2010,11,0
"258",2010,11,0
"356",2010,11,0
"358",2010,11,0
"626",2010,11,0
"646",2010,11,0
"667",2010,11,0
"800",2010,11,0
"848",2010,11,1
"1028",2010,11,0
"1296",2010,11,0
"1362",2010,11,0
"1386",2010,11,0
"1530",2010,11,0
"9001",2010,11,0
"9002",2010,11,0
"148",2010,12,1
"200",2010,12,0
"306",2010,12,0
"385",2010,12,0
"540",2010,12,0
"650",2010,12,0
"764",2010,12,0
"792",2010,12,0
"1016",2010,12,1
"1244",2010,12,0
"1292",2010,12,0
"1346",2010,12,1
"1354",2010,12,0
"1408",2010,12,0
"1428",2010,12,1
"1492",2010,12,0
"1498",2010,12,0
"268",2010,12,0
"474",2010,12,0
"486",2010,12,0
"532",2010,12,0
"586",2010,12,0
"704",2010,12,0
"876",2010,12,0
"894",2010,12,0
"970",2010,12,0
"1006",2010,12,0
"1088",2010,12,0
"1202",2010,12,0
"1203",2010,12,0
"1211",2010,12,0
"1482",2010,12,0
"1572",2010,12,0
"1671",2010,12,0
"1704",2010,12,1
"1738",2010,12,0
"178",2010,12,0
"336",2010,12,0
"345",2010,12,0
"680",2010,12,0
"682",2010,12,0
"713",2010,12,0
"716",2010,12,1
"717",2010,12,0
"807",2010,12,0
"838",2010,12,0
"1020",2010,12,0
"1142",2010,12,0
"1254",2010,12,1
"1255",2010,12,0
"1290",2010,12,0
"1480",2010,12,1
"1638",2010,12,0
"1686",2010,12,0
"396",2010,12,1
"522",2010,12,0
"550",2010,12,0
"685",2010,12,0
"836",2010,12,0
"837",2010,12,0
"846",2010,12,0
"972",2010,12,0
"1026",2010,12,1
"1034",2010,12,0
"1056",2010,12,0
"1188",2010,12,0
"1274",2010,12,0
"1388",2010,12,0
"1470",2010,12,1
"1508",2010,12,0
"1610",2010,12,0
"1666",2010,12,0
"140",2010,12,0
"160",2010,12,0
"180",2010,12,0
"196",2010,12,0
"248",2010,12,0
"270",2010,12,0
"350",2010,12,0
"422",2010,12,0
"444",2010,12,0
"528",2010,12,0
"592",2010,12,0
"632",2010,12,0
"670",2010,12,0
"692",2010,12,0
"724",2010,12,0
"740",2010,12,1
"782",2010,12,0
"790",2010,12,0
"824",2010,12,1
"922",2010,12,0
"980",2010,12,0
"1116",2010,12,0
"1122",2010,12,0
"1312",2010,12,0
"1326",2010,12,0
"1440",2010,12,1
"1614",2010,12,1
"124",2010,12,0
"150",2010,12,1
"152",2010,12,1
"244",2010,12,0
"372",2010,12,0
"406",2010,12,1
"616",2010,12,1
"710",2010,12,0
"832",2010,12,0
"1030",2010,12,0
"1118",2010,12,0
"1146",2010,12,0
"1152",2010,12,0
"1154",2010,12,1
"1204",2010,12,0
"1232",2010,12,0
"1248",2010,12,0
"1350",2010,12,0
"1360",2010,12,0
"1476",2010,12,0
"1486",2010,12,0
"1510",2010,12,0
"1512",2010,12,1
"1588",2010,12,0
"1606",2010,12,0
"1608",2010,12,0
"1684",2010,12,0
"138",2010,12,0
"214",2010,12,0
"238",2010,12,0
"252",2010,12,0
"302",2010,12,1
"475",2010,12,0
"483",2010,12,0
"610",2010,12,0
"730",2010,12,0
"822",2010,12,0
"868",2010,12,0
"888",2010,12,0
"1032",2010,12,0
"1078",2010,12,0
"1086",2010,12,1
"1140",2010,12,1
"1342",2010,12,0
"1612",2010,12,0
"1624",2010,12,0
"1632",2010,12,0
"1656",2010,12,0
"1672",2010,12,0
"1674",2010,12,1
"1698",2010,12,0
"1700",2010,12,0
"1736",2010,12,0
"1741",2010,12,0
"118",2010,12,0
"192",2010,12,0
"320",2010,12,0
"364",2010,12,0
"516",2010,12,0
"548",2010,12,0
"690",2010,12,0
"696",2010,12,0
"810",2010,12,1
"842",2010,12,1
"872",2010,12,0
"884",2010,12,0
"904",2010,12,0
"1422",2010,12,0
"1484",2010,12,0
"1520",2010,12,0
"1526",2010,12,0
"1528",2010,12,0
"1552",2010,12,0
"1554",2010,12,0
"1664",2010,12,0
"1719",2010,12,1
"1720",2010,12,0
"1746",2010,12,0
"112",2010,12,0
"146",2010,12,1
"274",2010,12,1
"276",2010,12,0
"304",2010,12,0
"360",2010,12,0
"390",2010,12,0
"428",2010,12,0
"478",2010,12,0
"634",2010,12,0
"698",2010,12,0
"736",2010,12,1
"802",2010,12,1
"902",2010,12,0
"964",2010,12,1
"994",2010,12,0
"1120",2010,12,0
"1158",2010,12,0
"1180",2010,12,0
"1281",2010,12,1
"1288",2010,12,0
"1384",2010,12,0
"1472",2010,12,0
"1522",2010,12,1
"1658",2010,12,0
"1724",2010,12,0
"168",2010,12,0
"242",2010,12,0
"342",2010,12,0
"384",2010,12,0
"392",2010,12,1
"398",2010,12,0
"464",2010,12,0
"506",2010,12,0
"652",2010,12,1
"728",2010,12,0
"784",2010,12,0
"856",2010,12,0
"880",2010,12,0
"926",2010,12,0
"940",2010,12,0
"944",2010,12,1
"976",2010,12,0
"1160",2010,12,0
"1224",2010,12,0
"1240",2010,12,0
"1320",2010,12,0
"1324",2010,12,0
"1394",2010,12,0
"1398",2010,12,0
"1410",2010,12,0
"1571",2010,12,0
"1734",2010,12,0
"144",2010,12,0
"186",2010,12,0
"188",2010,12,0
"218",2010,12,1
"224",2010,12,1
"286",2010,12,0
"332",2010,12,0
"472",2010,12,1
"502",2010,12,0
"666",2010,12,0
"686",2010,12,0
"718",2010,12,0
"748",2010,12,0
"751",2010,12,0
"762",2010,12,1
"956",2010,12,0
"962",2010,12,1
"982",2010,12,0
"1022",2010,12,0
"1106",2010,12,0
"1348",2010,12,0
"1420",2010,12,1
"1436",2010,12,0
"1544",2010,12,0
"1618",2010,12,0
"1680",2010,12,0
"1750",2010,12,1
"132",2010,12,1
"158",2010,12,0
"184",2010,12,0
"292",2010,12,0
"330",2010,12,0
"352",2010,12,0
"402",2010,12,1
"476",2010,12,0
"526",2010,12,0
"608",2010,12,0
"658",2010,12,0
"678",2010,12,0
"998",2010,12,1
"1062",2010,12,0
"1074",2010,12,1
"1108",2010,12,1
"1164",2010,12,0
"1235",2010,12,0
"1258",2010,12,0
"1330",2010,12,0
"1412",2010,12,0
"1534",2010,12,0
"1550",2010,12,1
"1616",2010,12,0
"1660",2010,12,0
"1714",2010,12,0
"1732",2010,12,0
"176",2010,12,0
"294",2010,12,0
"310",2010,12,0
"322",2010,12,0
"416",2010,12,0
"448",2010,12,0
"500",2010,12,0
"514",2010,12,0
"584",2010,12,0
"644",2010,12,0
"702",2010,12,0
"738",2010,12,0
"774",2010,12,0
"828",2010,12,1
"1046",2010,12,0
"1162",2010,12,0
"1246",2010,12,0
"1264",2010,12,0
"1392",2010,12,0
"1432",2010,12,0
"1448",2010,12,0
"1488",2010,12,0
"1496",2010,12,0
"1500",2010,12,0
"1580",2010,12,1
"1678",2010,12,0
"166",2010,12,0
"190",2010,12,0
"198",2010,12,1
"262",2010,12,0
"272",2010,12,0
"346",2010,12,1
"378",2010,12,1
"380",2010,12,0
"570",2010,12,0
"590",2010,12,0
"620",2010,12,0
"712",2010,12,0
"804",2010,12,1
"808",2010,12,0
"914",2010,12,0
"1012",2010,12,0
"1080",2010,12,0
"1206",2010,12,0
"1208",2010,12,0
"1266",2010,12,0
"1314",2010,12,0
"1416",2010,12,0
"1574",2010,12,0
"1596",2010,12,0
"1598",2010,12,0
"1620",2010,12,0
"1634",2010,12,0
"114",2010,12,0
"212",2010,12,0
"232",2010,12,0
"300",2010,12,0
"370",2010,12,0
"376",2010,12,0
"482",2010,12,0
"554",2010,12,0
"622",2010,12,0
"758",2010,12,0
"788",2010,12,0
"830",2010,12,0
"870",2010,12,1
"882",2010,12,0
"890",2010,12,0
"1000",2010,12,0
"1008",2010,12,0
"1068",2010,12,0
"1100",2010,12,0
"1252",2010,12,0
"1316",2010,12,0
"1344",2010,12,0
"1568",2010,12,0
"1584",2010,12,0
"1604",2010,12,0
"1676",2010,12,0
"1752",2010,12,0
"106",2010,12,0
"164",2010,12,0
"388",2010,12,1
"510",2010,12,1
"582",2010,12,0
"660",2010,12,0
"742",2010,12,0
"752",2010,12,0
"796",2010,12,1
"806",2010,12,0
"892",2010,12,0
"988",2010,12,0
"1002",2010,12,0
"1148",2010,12,0
"1168",2010,12,0
"1176",2010,12,0
"1190",2010,12,0
"1322",2010,12,0
"1414",2010,12,1
"1421",2010,12,0
"1518",2010,12,1
"1524",2010,12,0
"1578",2010,12,0
"1590",2010,12,0
"1626",2010,12,0
"1636",2010,12,0
"1744",2010,12,1
"170",2010,12,0
"202",2010,12,0
"226",2010,12,1
"282",2010,12,0
"340",2010,12,0
"354",2010,12,0
"366",2010,12,0
"436",2010,12,1
"440",2010,12,0
"519",2010,12,0
"560",2010,12,0
"630",2010,12,0
"642",2010,12,0
"662",2010,12,0
"818",2010,12,0
"936",2010,12,1
"1112",2010,12,0
"1170",2010,12,0
"1210",2010,12,0
"1364",2010,12,0
"1396",2010,12,0
"1460",2010,12,0
"1548",2010,12,0
"1558",2010,12,0
"1560",2010,12,0
"1706",2010,12,0
"134",2010,12,1
"290",2010,12,0
"426",2010,12,0
"508",2010,12,0
"518",2010,12,0
"534",2010,12,0
"606",2010,12,0
"614",2010,12,1
"636",2010,12,1
"746",2010,12,0
"754",2010,12,0
"820",2010,12,0
"864",2010,12,0
"1072",2010,12,0
"1156",2010,12,1
"1172",2010,12,0
"1184",2010,12,0
"1212",2010,12,0
"1214",2010,12,0
"1236",2010,12,0
"1260",2010,12,1
"1300",2010,12,1
"1332",2010,12,0
"1506",2010,12,0
"1592",2010,12,0
"1710",2010,12,0
"108",2010,12,0
"182",2010,12,0
"220",2010,12,0
"362",2010,12,1
"410",2010,12,0
"556",2010,12,0
"706",2010,12,0
"760",2010,12,0
"794",2010,12,0
"816",2010,12,0
"866",2010,12,0
"968",2010,12,1
"1048",2010,12,0
"1150",2010,12,0
"1166",2010,12,0
"1186",2010,12,1
"1256",2010,12,0
"1268",2010,12,0
"1270",2010,12,0
"1318",2010,12,0
"1458",2010,12,0
"1566",2010,12,0
"1652",2010,12,0
"1690",2010,12,0
"1696",2010,12,1
"120",2010,12,0
"208",2010,12,0
"228",2010,12,0
"264",2010,12,0
"318",2010,12,1
"369",2010,12,0
"382",2010,12,0
"490",2010,12,1
"588",2010,12,0
"672",2010,12,0
"676",2010,12,0
"920",2010,12,0
"924",2010,12,0
"928",2010,12,0
"954",2010,12,0
"1018",2010,12,0
"1042",2010,12,0
"1134",2010,12,1
"1272",2010,12,0
"1276",2010,12,0
"1284",2010,12,0
"1504",2010,12,0
"1600",2010,12,0
"1644",2010,12,0
"1682",2010,12,1
"1956",2010,12,0
"256",2010,12,0
"260",2010,12,0
"308",2010,12,0
"404",2010,12,1
"408",2010,12,0
"504",2010,12,0
"750",2010,12,0
"812",2010,12,1
"860",2010,12,0
"912",2010,12,1
"992",2010,12,1
"1010",2010,12,1
"1044",2010,12,0
"1058",2010,12,1
"1174",2010,12,0
"1192",2010,12,0
"1280",2010,12,0
"1328",2010,12,0
"1426",2010,12,0
"1456",2010,12,0
"1478",2010,12,0
"1542",2010,12,1
"1570",2010,12,0
"1630",2010,12,0
"1640",2010,12,0
"1650",2010,12,0
"1668",2010,12,0
"100",2010,12,0
"312",2010,12,0
"316",2010,12,0
"400",2010,12,0
"412",2010,12,0
"434",2010,12,0
"466",2010,12,0
"530",2010,12,0
"542",2010,12,0
"572",2010,12,0
"640",2010,12,0
"708",2010,12,0
"720",2010,12,1
"834",2010,12,0
"862",2010,12,0
"900",2010,12,0
"946",2010,12,0
"950",2010,12,0
"1066",2010,12,0
"1102",2010,12,0
"1216",2010,12,0
"1234",2010,12,0
"1308",2010,12,0
"1400",2010,12,0
"1532",2010,12,1
"1670",2010,12,1
"1722",2010,12,0
"1742",2010,12,1
"102",2010,12,1
"105",2010,12,0
"162",2010,12,0
"194",2010,12,0
"250",2010,12,1
"284",2010,12,0
"326",2010,12,0
"334",2010,12,0
"442",2010,12,0
"458",2010,12,0
"498",2010,12,0
"524",2010,12,0
"544",2010,12,1
"578",2010,12,0
"598",2010,12,0
"624",2010,12,0
"664",2010,12,0
"744",2010,12,0
"1084",2010,12,1
"1090",2010,12,0
"1096",2010,12,0
"1144",2010,12,0
"1226",2010,12,0
"1406",2010,12,0
"1418",2010,12,0
"1450",2010,12,0
"1586",2010,12,0
"110",2010,12,0
"130",2010,12,0
"206",2010,12,0
"236",2010,12,0
"368",2010,12,0
"394",2010,12,0
"430",2010,12,1
"460",2010,12,0
"462",2010,12,0
"470",2010,12,0
"576",2010,12,0
"604",2010,12,0
"772",2010,12,0
"874",2010,12,1
"958",2010,12,0
"1004",2010,12,0
"1082",2010,12,0
"1136",2010,12,0
"1230",2010,12,0
"1352",2010,12,0
"1468",2010,12,0
"1553",2010,12,0
"1562",2010,12,0
"1564",2010,12,0
"1688",2010,12,0
"1712",2010,12,0
"348",2010,12,0
"418",2010,12,0
"446",2010,12,1
"450",2010,12,0
"456",2010,12,0
"488",2010,12,0
"566",2010,12,0
"768",2010,12,0
"786",2010,12,0
"850",2010,12,0
"906",2010,12,0
"934",2010,12,0
"974",2010,12,0
"996",2010,12,0
"1094",2010,12,0
"1294",2010,12,0
"1304",2010,12,0
"1378",2010,12,0
"1494",2010,12,0
"1536",2010,12,0
"1556",2010,12,0
"1654",2010,12,0
"1716",2010,12,0
"1751",2010,12,0
"126",2010,12,0
"128",2010,12,0
"136",2010,12,0
"154",2010,12,0
"278",2010,12,0
"298",2010,12,0
"343",2010,12,1
"424",2010,12,0
"432",2010,12,0
"452",2010,12,0
"512",2010,12,0
"520",2010,12,0
"722",2010,12,0
"726",2010,12,0
"732",2010,12,0
"854",2010,12,0
"990",2010,12,1
"1060",2010,12,1
"1064",2010,12,0
"1130",2010,12,0
"1228",2010,12,0
"1370",2010,12,0
"1372",2010,12,0
"1374",2010,12,0
"1446",2010,12,0
"1594",2010,12,0
"1646",2010,12,0
"172",2010,12,0
"204",2010,12,0
"222",2010,12,1
"296",2010,12,0
"314",2010,12,0
"454",2010,12,0
"484",2010,12,0
"494",2010,12,0
"553",2010,12,1
"594",2010,12,0
"618",2010,12,0
"668",2010,12,0
"681",2010,12,0
"908",2010,12,0
"938",2010,12,1
"1036",2010,12,0
"1040",2010,12,0
"1063",2010,12,1
"1178",2010,12,0
"1262",2010,12,0
"1306",2010,12,0
"1453",2010,12,0
"1454",2010,12,0
"1514",2010,12,0
"1540",2010,12,1
"1628",2010,12,0
"1737",2010,12,0
"122",2010,12,0
"246",2010,12,0
"324",2010,12,1
"328",2010,12,0
"438",2010,12,0
"602",2010,12,0
"694",2010,12,0
"776",2010,12,1
"852",2010,12,1
"886",2010,12,0
"1052",2010,12,0
"1054",2010,12,0
"1092",2010,12,0
"1104",2010,12,0
"1242",2010,12,0
"1298",2010,12,0
"1310",2010,12,0
"1358",2010,12,1
"1452",2010,12,0
"1538",2010,12,0
"1576",2010,12,0
"1642",2010,12,0
"116",2010,12,0
"258",2010,12,0
"356",2010,12,0
"358",2010,12,0
"626",2010,12,0
"646",2010,12,0
"667",2010,12,0
"800",2010,12,0
"848",2010,12,1
"1028",2010,12,0
"1296",2010,12,0
"1362",2010,12,0
"1386",2010,12,0
"1530",2010,12,0
"9001",2010,12,0
"9002",2010,12,0
"148",2010,13,1
"200",2010,13,0
"306",2010,13,0
"385",2010,13,0
"540",2010,13,0
"650",2010,13,0
"764",2010,13,0
"792",2010,13,0
"1016",2010,13,1
"1244",2010,13,0
"1292",2010,13,0
"1346",2010,13,1
"1354",2010,13,0
"1408",2010,13,0
"1428",2010,13,1
"1492",2010,13,0
"1498",2010,13,0
"268",2010,13,0
"474",2010,13,0
"486",2010,13,0
"532",2010,13,0
"586",2010,13,0
"704",2010,13,0
"876",2010,13,0
"894",2010,13,0
"970",2010,13,0
"1006",2010,13,0
"1088",2010,13,0
"1202",2010,13,0
"1203",2010,13,0
"1211",2010,13,0
"1482",2010,13,0
"1572",2010,13,0
"1671",2010,13,0
"1704",2010,13,1
"1738",2010,13,0
"178",2010,13,0
"336",2010,13,0
"345",2010,13,0
"680",2010,13,0
"682",2010,13,0
"713",2010,13,0
"716",2010,13,1
"717",2010,13,0
"807",2010,13,0
"838",2010,13,0
"1020",2010,13,0
"1142",2010,13,0
"1254",2010,13,1
"1255",2010,13,0
"1290",2010,13,0
"1480",2010,13,1
"1638",2010,13,0
"1686",2010,13,0
"396",2010,13,1
"522",2010,13,0
"550",2010,13,0
"685",2010,13,0
"836",2010,13,0
"837",2010,13,0
"846",2010,13,0
"972",2010,13,0
"1026",2010,13,1
"1034",2010,13,0
"1056",2010,13,0
"1188",2010,13,0
"1274",2010,13,0
"1388",2010,13,0
"1470",2010,13,1
"1508",2010,13,0
"1610",2010,13,0
"1666",2010,13,0
"140",2010,13,0
"160",2010,13,0
"180",2010,13,0
"196",2010,13,0
"248",2010,13,0
"270",2010,13,0
"350",2010,13,0
"422",2010,13,0
"444",2010,13,0
"528",2010,13,0
"592",2010,13,0
"632",2010,13,0
"670",2010,13,0
"692",2010,13,0
"724",2010,13,0
"740",2010,13,1
"782",2010,13,0
"790",2010,13,0
"824",2010,13,1
"922",2010,13,0
"980",2010,13,0
"1116",2010,13,0
"1122",2010,13,0
"1312",2010,13,0
"1326",2010,13,0
"1440",2010,13,1
"1614",2010,13,1
"124",2010,13,0
"150",2010,13,1
"152",2010,13,1
"244",2010,13,0
"372",2010,13,0
"406",2010,13,1
"616",2010,13,1
"710",2010,13,0
"832",2010,13,0
"1030",2010,13,0
"1118",2010,13,0
"1146",2010,13,0
"1152",2010,13,0
"1154",2010,13,1
"1204",2010,13,0
"1232",2010,13,0
"1248",2010,13,0
"1350",2010,13,0
"1360",2010,13,0
"1476",2010,13,0
"1486",2010,13,0
"1510",2010,13,0
"1512",2010,13,1
"1588",2010,13,0
"1606",2010,13,0
"1608",2010,13,0
"1684",2010,13,0
"138",2010,13,0
"214",2010,13,0
"238",2010,13,0
"252",2010,13,0
"302",2010,13,1
"475",2010,13,0
"483",2010,13,0
"610",2010,13,0
"730",2010,13,0
"822",2010,13,0
"868",2010,13,0
"888",2010,13,0
"1032",2010,13,0
"1078",2010,13,0
"1086",2010,13,1
"1140",2010,13,1
"1342",2010,13,0
"1612",2010,13,0
"1624",2010,13,0
"1632",2010,13,0
"1656",2010,13,0
"1672",2010,13,0
"1674",2010,13,1
"1698",2010,13,0
"1700",2010,13,0
"1736",2010,13,0
"1741",2010,13,0
"118",2010,13,0
"192",2010,13,0
"320",2010,13,0
"364",2010,13,0
"516",2010,13,0
"548",2010,13,0
"690",2010,13,0
"696",2010,13,0
"810",2010,13,1
"842",2010,13,1
"872",2010,13,0
"884",2010,13,0
"904",2010,13,0
"1422",2010,13,0
"1484",2010,13,0
"1520",2010,13,0
"1526",2010,13,0
"1528",2010,13,0
"1552",2010,13,0
"1554",2010,13,0
"1664",2010,13,0
"1719",2010,13,1
"1720",2010,13,0
"1746",2010,13,0
"112",2010,13,0
"146",2010,13,1
"274",2010,13,1
"276",2010,13,0
"304",2010,13,0
"360",2010,13,0
"390",2010,13,0
"428",2010,13,0
"478",2010,13,0
"634",2010,13,0
"698",2010,13,0
"736",2010,13,1
"802",2010,13,1
"902",2010,13,0
"964",2010,13,1
"994",2010,13,0
"1120",2010,13,0
"1158",2010,13,0
"1180",2010,13,0
"1281",2010,13,1
"1288",2010,13,0
"1384",2010,13,0
"1472",2010,13,0
"1522",2010,13,1
"1658",2010,13,0
"1724",2010,13,0
"168",2010,13,0
"242",2010,13,0
"342",2010,13,0
"384",2010,13,0
"392",2010,13,1
"398",2010,13,0
"464",2010,13,0
"506",2010,13,0
"652",2010,13,1
"728",2010,13,0
"784",2010,13,0
"856",2010,13,0
"880",2010,13,0
"926",2010,13,0
"940",2010,13,0
"944",2010,13,1
"976",2010,13,0
"1160",2010,13,0
"1224",2010,13,0
"1240",2010,13,0
"1320",2010,13,0
"1324",2010,13,0
"1394",2010,13,0
"1398",2010,13,0
"1410",2010,13,0
"1571",2010,13,0
"1734",2010,13,0
"144",2010,13,0
"186",2010,13,0
"188",2010,13,0
"218",2010,13,1
"224",2010,13,1
"286",2010,13,0
"332",2010,13,0
"472",2010,13,1
"502",2010,13,0
"666",2010,13,0
"686",2010,13,0
"718",2010,13,0
"748",2010,13,0
"751",2010,13,0
"762",2010,13,1
"956",2010,13,0
"962",2010,13,1
"982",2010,13,0
"1022",2010,13,0
"1106",2010,13,0
"1348",2010,13,0
"1420",2010,13,1
"1436",2010,13,0
"1544",2010,13,0
"1618",2010,13,0
"1680",2010,13,0
"1750",2010,13,1
"132",2010,13,1
"158",2010,13,0
"184",2010,13,0
"292",2010,13,0
"330",2010,13,0
"352",2010,13,0
"402",2010,13,1
"476",2010,13,0
"526",2010,13,0
"608",2010,13,0
"658",2010,13,0
"678",2010,13,0
"998",2010,13,1
"1062",2010,13,0
"1074",2010,13,1
"1108",2010,13,1
"1164",2010,13,0
"1235",2010,13,0
"1258",2010,13,0
"1330",2010,13,0
"1412",2010,13,0
"1534",2010,13,0
"1550",2010,13,1
"1616",2010,13,0
"1660",2010,13,0
"1714",2010,13,0
"1732",2010,13,0
"176",2010,13,0
"294",2010,13,0
"310",2010,13,0
"322",2010,13,0
"416",2010,13,0
"448",2010,13,0
"500",2010,13,0
"514",2010,13,0
"584",2010,13,0
"644",2010,13,0
"702",2010,13,0
"738",2010,13,0
"774",2010,13,0
"828",2010,13,1
"1046",2010,13,0
"1162",2010,13,0
"1246",2010,13,0
"1264",2010,13,0
"1392",2010,13,0
"1432",2010,13,0
"1448",2010,13,0
"1488",2010,13,0
"1496",2010,13,0
"1500",2010,13,0
"1580",2010,13,1
"1678",2010,13,0
"166",2010,13,0
"190",2010,13,0
"198",2010,13,1
"262",2010,13,0
"272",2010,13,0
"346",2010,13,1
"378",2010,13,1
"380",2010,13,0
"570",2010,13,0
"590",2010,13,0
"620",2010,13,0
"712",2010,13,0
"804",2010,13,1
"808",2010,13,0
"914",2010,13,0
"1012",2010,13,0
"1080",2010,13,0
"1206",2010,13,0
"1208",2010,13,0
"1266",2010,13,0
"1314",2010,13,0
"1416",2010,13,0
"1574",2010,13,0
"1596",2010,13,0
"1598",2010,13,0
"1620",2010,13,0
"1634",2010,13,0
"114",2010,13,0
"212",2010,13,0
"232",2010,13,0
"300",2010,13,0
"370",2010,13,0
"376",2010,13,0
"482",2010,13,0
"554",2010,13,0
"622",2010,13,0
"758",2010,13,0
"788",2010,13,0
"830",2010,13,0
"870",2010,13,1
"882",2010,13,0
"890",2010,13,0
"1000",2010,13,0
"1008",2010,13,0
"1068",2010,13,0
"1100",2010,13,0
"1252",2010,13,0
"1316",2010,13,0
"1344",2010,13,0
"1568",2010,13,0
"1584",2010,13,0
"1604",2010,13,0
"1676",2010,13,0
"1752",2010,13,0
"106",2010,13,0
"164",2010,13,0
"388",2010,13,1
"510",2010,13,1
"582",2010,13,0
"660",2010,13,0
"742",2010,13,0
"752",2010,13,0
"796",2010,13,1
"806",2010,13,0
"892",2010,13,0
"988",2010,13,0
"1002",2010,13,0
"1148",2010,13,0
"1168",2010,13,0
"1176",2010,13,0
"1190",2010,13,0
"1322",2010,13,0
"1414",2010,13,1
"1421",2010,13,0
"1518",2010,13,1
"1524",2010,13,0
"1578",2010,13,0
"1590",2010,13,0
"1626",2010,13,0
"1636",2010,13,0
"1744",2010,13,1
"170",2010,13,0
"202",2010,13,0
"226",2010,13,1
"282",2010,13,0
"340",2010,13,0
"354",2010,13,0
"366",2010,13,0
"436",2010,13,1
"440",2010,13,0
"519",2010,13,0
"560",2010,13,0
"630",2010,13,0
"642",2010,13,0
"662",2010,13,0
"818",2010,13,0
"936",2010,13,1
"1112",2010,13,0
"1170",2010,13,0
"1210",2010,13,0
"1364",2010,13,0
"1396",2010,13,0
"1460",2010,13,0
"1548",2010,13,0
"1558",2010,13,0
"1560",2010,13,0
"1706",2010,13,0
"134",2010,13,1
"290",2010,13,0
"426",2010,13,0
"508",2010,13,0
"518",2010,13,0
"534",2010,13,0
"606",2010,13,0
"614",2010,13,1
"636",2010,13,1
"746",2010,13,0
"754",2010,13,0
"820",2010,13,0
"864",2010,13,0
"1072",2010,13,0
"1156",2010,13,1
"1172",2010,13,0
"1184",2010,13,0
"1212",2010,13,0
"1214",2010,13,0
"1236",2010,13,0
"1260",2010,13,1
"1300",2010,13,1
"1332",2010,13,0
"1506",2010,13,0
"1592",2010,13,0
"1710",2010,13,0
"108",2010,13,0
"182",2010,13,0
"220",2010,13,0
"362",2010,13,1
"410",2010,13,0
"556",2010,13,0
"706",2010,13,0
"760",2010,13,0
"794",2010,13,0
"816",2010,13,0
"866",2010,13,0
"968",2010,13,1
"1048",2010,13,0
"1150",2010,13,0
"1166",2010,13,0
"1186",2010,13,1
"1256",2010,13,0
"1268",2010,13,0
"1270",2010,13,0
"1318",2010,13,0
"1458",2010,13,0
"1566",2010,13,0
"1652",2010,13,0
"1690",2010,13,0
"1696",2010,13,1
"120",2010,13,0
"208",2010,13,0
"228",2010,13,0
"264",2010,13,0
"318",2010,13,1
"369",2010,13,0
"382",2010,13,0
"490",2010,13,1
"588",2010,13,0
"672",2010,13,0
"676",2010,13,0
"920",2010,13,0
"924",2010,13,0
"928",2010,13,0
"954",2010,13,0
"1018",2010,13,0
"1042",2010,13,0
"1134",2010,13,1
"1272",2010,13,0
"1276",2010,13,0
"1284",2010,13,0
"1504",2010,13,0
"1600",2010,13,0
"1644",2010,13,0
"1682",2010,13,1
"1956",2010,13,0
"256",2010,13,0
"260",2010,13,0
"308",2010,13,0
"404",2010,13,1
"408",2010,13,0
"504",2010,13,0
"750",2010,13,0
"812",2010,13,1
"860",2010,13,0
"912",2010,13,1
"992",2010,13,1
"1010",2010,13,1
"1044",2010,13,0
"1058",2010,13,1
"1174",2010,13,0
"1192",2010,13,0
"1280",2010,13,0
"1328",2010,13,0
"1426",2010,13,0
"1456",2010,13,0
"1478",2010,13,0
"1542",2010,13,1
"1570",2010,13,0
"1630",2010,13,0
"1640",2010,13,0
"1650",2010,13,0
"1668",2010,13,0
"100",2010,13,0
"312",2010,13,0
"316",2010,13,0
"400",2010,13,0
"412",2010,13,0
"434",2010,13,0
"466",2010,13,0
"530",2010,13,0
"542",2010,13,0
"572",2010,13,0
"640",2010,13,0
"708",2010,13,0
"720",2010,13,1
"834",2010,13,0
"862",2010,13,0
"900",2010,13,0
"946",2010,13,0
"950",2010,13,0
"1066",2010,13,0
"1102",2010,13,0
"1216",2010,13,0
"1234",2010,13,0
"1308",2010,13,0
"1400",2010,13,0
"1532",2010,13,1
"1670",2010,13,1
"1722",2010,13,0
"1742",2010,13,1
"102",2010,13,1
"105",2010,13,0
"162",2010,13,0
"194",2010,13,0
"250",2010,13,1
"284",2010,13,0
"326",2010,13,0
"334",2010,13,0
"442",2010,13,0
"458",2010,13,0
"498",2010,13,0
"524",2010,13,0
"544",2010,13,1
"578",2010,13,0
"598",2010,13,0
"624",2010,13,0
"664",2010,13,0
"744",2010,13,0
"1084",2010,13,1
"1090",2010,13,0
"1096",2010,13,0
"1144",2010,13,0
"1226",2010,13,0
"1406",2010,13,0
"1418",2010,13,0
"1450",2010,13,0
"1586",2010,13,0
"110",2010,13,0
"130",2010,13,0
"206",2010,13,0
"236",2010,13,0
"368",2010,13,0
"394",2010,13,0
"430",2010,13,1
"460",2010,13,0
